5,qualities,Eigenschaften,,none
5,bad,schlecht,,none
5,clean,sauber,,none
5,dark,dunkel,,none
5,difficult,schwierig,,none
5,dirty,schmutzig,,none
5,dry,trocken,,none
5,easy,leicht,,none
5,empty,leer,,none
5,expensive,teuer,,none
5,fast,schnell,,none
5,foreign,fremd,,none
5,full,voll,,none
5,good,gut,,none
5,hard,hart,,none
5,heavy,schwer,,none
5,inexpensive,preiswert,,none
5,light,"hell, leicht",,none
5,local,"lokal, einheimisch",,none
5,new,neu,,none
5,noisy,"laut, geräuschvoll",,none
5,old,alt,,none
5,powerful,"mächtig, kräftig",,none
5,quiet,ruhig,,none
5,correct,richtig,,none
5,slow,langsam,,none
5,soft,weich,,none
5,very,sehr,,none
5,weak,schwach,,none
5,wet,nass,,none
5,wrong,falsch,,none
5,young,jung,,none
5,food,Lebensmittel,,none
5,almonds,Mandeln,,none
5,bread,Brot,,none
5,breakfast,Frühstück,,none
5,butter,Butter,,none
5,candy,Süßigkeiten,,none
5,cheese,Käse,,none
5,chicken,Huhn,,none
5,cumin,Kreuzkümmel,,none
5,dessert,Dessert,,none
5,dinner,Abendessen,,none
5,fish,Fisch,,none
5,fruit,Obst,,none
5,ice cream,"Eis, Eiskrem",,none
5,lamb,Lamm,,none
5,lemon,Zitrone,,none
5,lunch,Mittagessen,,none
5,meal,Mahlzeit,,none
5,meat,Fleisch,,none
5,oven,Backofen,,none
5,pepper,Pfeffer,,none
5,plants,Pflanzen,,none
5,pork,Schweinefleisch,,none
5,salad,Salat,,none
5,salt,Salz,,none
5,sandwich,"Sandwich, Butterbrot",,none
5,sausage,Wurst,,none
5,soup,Suppe,,none
5,sugar,Zucker,,none
5,supper,Abendessen,,none
5,turkey,Pute,,none
5,apple,Apfel,,none
5,banana,Banane,,none
5,oranges,Orangen,,none
5,peaches,Pfirsiche,,none
5,peanut,Erdnuss,,none
5,pears,Birnen,,none
5,pineapple,Ananas,,none
5,grapes,Trauben,,none
5,strawberries,Erdbeeren,,none
5,vegetables,Gemüse,,none
5,carrot,Karotte,,none
5,corn,Mais,,none
5,cucumber,Gurke,,none
5,garlic,Knoblauch,,none
5,lettuce,Blattsalat,,none
5,olives,Oliven,,none
5,onions,Zwiebeln,,none
5,peppers,Paprika,,none
5,potatoes,Kartoffeln,,none
5,pumpkin,Kürbis,,none
5,beans,Bohnen,,none
5,tomatoes,Tomaten,,none
5,alligator,Alligator,,none
5,alligators,Alligatoren,,none
5,bear,Bär,,none
5,bears,Bären,,none
5,bird,Vogel,,none
5,birds,Vögel,,none
5,bull,"Bulle, Stier",,none
5,bulls,"Bullen, Stiere",,none
5,cat,Katze,,none
5,cats,Katzen,,none
5,cow,Kuh,,none
5,cows,Kühe,,none
5,deer,Hirsch,,none
5,many deer,viele Hirsche,,none
5,dog,Hund,,none
5,dogs,Hunde,,none
5,donkey,Esel,,none
5,donkeys,Esel,,none
5,eagle,Adler,,none
5,eagles,Adler,,none
5,elephant,Elefant,,none
5,elephants,Elefanten,,none
5,giraffe,Giraffe,,none
5,giraffes,Giraffen,,none
5,goat,Ziege,,none
5,goats,Ziegen,,none
5,horse,Pferd,,none
5,horses,Pferde,,none
5,lion,Löwe,,none
5,lions,Löwen,,none
5,monkey,Affe,,none
5,monkeys,Affen,,none
5,mouse,Maus,,none
5,mice,Mäuse,,none
5,rabbit,Kaninchen,,none
5,rabbits,Kaninchen,,none
5,snake,Schlange,,none
5,snakes,Schlangen,,none
5,tiger,Tiger,,none
5,tigers,Tiger,,none
5,wolf,Wolf,,none
5,wolves,Wölfe,,none
5,objects,"Gegenstände, Objekte",,none
5,bathroom,Badezimmer,,none
5,bed,Bett,,none
5,bedroom,Schlafzimmer,,none
5,ceiling,Decke,,none
5,chair,Stuhl,,none
5,clothes,Kleider,,none
5,coat,Mantel,,none
5,cup,Tasse,,none
5,desk,Schreibtisch,,none
5,dress,Kleid,,none
5,floor,Fußboden,,none
5,fork,Gabel,,none
5,furniture,Möbel,,none
5,glass,Glas,,none
5,hat,Hut,,none
5,house,Haus,,none
5,ink,Tinte,,none
5,jacket,Jacke,,none
5,kitchen,Küche,,none
5,knife,Messer,,none
5,lamp,Lampe,,none
5,letter,"Brief, Buchstabe",,none
5,map,Karte,,none
5,newspaper,Zeitung,,none
5,notebook,Notebook,,none
5,pants,Hose,,none
5,paper,Papier,,none
5,pen,Kugelschreiber,,none
5,pencil,Bleistift,,none
5,pharmacy,Apotheke,,none
5,picture,Bild,,none
5,plate,Platte,,none
5,refrigerator,Kühlschrank,,none
5,restaurant,Restaurant,,none
5,roof,Dach,,none
5,room,Zimmer,,none
5,rug,Teppich,,none
5,scissors,Schere,,none
5,shampoo,Shampoo,,none
5,shirt,Hemd,,none
5,shoes,Schuhe,,none
5,soap,Seife,,none
5,socks,Socken,,none
5,spoon,Löffel,,none
5,table,Tisch,,none
5,toilet,Toilette,,none
5,toothbrush,Zahnbürste,,none
5,toothpaste,Zahnpasta,,none
5,towel,Handtuch,,none
5,umbrella,Regenschirm,,none
5,underwear,Unterwäsche,,none
5,wall,Wand,,none
5,wallet,Brieftasche,,none
5,window,Fenster,,none
5,telephone,Telefon,,none
5,this,dieses,,none
5,that,jenes,,none
5,these,diese,,none
5,those,jene,,none
5,how?,wie?,,none
5,what?,Was?,,none
5,who?,Wer?,,none
5,why?,warum?,,none
5,where?,wo?,,none
5,different objects,verschiedene Objekte,,none
5,art,Kunst,,none
5,bank,Bank,,none
5,beach,Strand,,none
5,book,Buch,,none
5,by bicycle,mit dem Fahrrad,,none
5,by bus,mit dem Bus,,none
5,by car,mit dem Auto,,none
5,by train,mit der Bahn,,none
5,cafe,Café,,none
5,country,Land,,none
5,desert,Wüste,,none
5,dictionary,Wörterbuch,,none
5,earth,Erde,,none
5,flowers,Blumen,,none
5,football,Fußball,,none
5,forest,Wald,,none
5,game,Spiel,,none
5,garden,Garten,,none
5,geography,Geographie,,none
5,history,Geschichte,,none
5,house,Haus,,none
5,island,Insel,,none
5,lake,See,,none
5,library,"Bücherei, Bibliothek",,none
5,math,Mathematik,,none
5,moon,Mond,,none
5,mountain,Berg,,none
5,movies,Kino,,none
5,music,Musik,,none
5,ocean,Ozean,,none
5,office,Büro,,none
5,on foot,zu Fuß,,none
5,player,Spieler,,none
5,river,Fluss,,none
5,science,Wissenschaft,,none
5,sea,Meer,,none
5,sky,Himmel,,none
5,soccer,Fußball,,none
5,stars,Sterne,,none
5,supermarket,Supermarkt,,none
5,swimming pool,Schwimmbad,,none
5,theater,Theater,,none
5,tree,Baum,,none
5,weather,Wetter,,none
5,bad weather,schlechtes Wetter,,none
5,cloudy,"wolkig, trüb",,none
5,cold,Kälte,,none
5,cool,kalt,,none
5,foggy,neblig,,none
5,hot,heiß,,none
5,nice weather,schönes Wetter,,none
5,pouring,gießt,,none
5,rain,regen,,none
5,raining,regnet,,none
5,snow,Schnee,,none
5,snowing,schneit,,none
5,ice,Eis,,none
5,sunny,sonnig,,none
5,windy,windig,,none
5,spring,Frühling,,none
5,summer,Sommer,,none
5,autumn,Herbst,,none
5,winter,Winter,,none
5,people,Menschen,,none
5,aunt,Tante,,none
5,baby,Baby,,none
5,brother,Bruder,,none
5,cousin,"Cousin, Vetter",,none
5,daughter,Tochter,,none
5,dentist,Zahnarzt,,none
5,doctor,Arzt,,none
5,father,Vater,,none
5,grandfather,Großvater,,none
5,grandmother,Großmutter,,none
5,husband,Ehemann,,none
5,mother,Mutter,,none
5,nephew,Neffe,,none
5,niece,Nichte,,none
5,nurse,Krankenschwester,,none
5,policeman,Polizist,,none
5,postman,Briefträger,,none
5,professor,Professor,,none
5,son,Sohn,,none
5,teacher,Lehrer,,none
5,uncle,Onkel,,none
5,wife,Frau,,none
10,adjectives,Adjektive,,none
10,a green tree,ein grüner Baum,,none
10,a tall building,ein hohes Gebäude,,none
10,a very old man,ein sehr alter Mann,,none
10,the old red house,"das alte, rote Haus",,none
10,a very nice friend,"ein sehr netter Freund, eine sehr nette Freundin",,none
10,colors,Farben,,none
10,black,schwarz,,none
10,blue,blau,,none
10,brown,braun,,none
10,gray,grau,,none
10,green,grün,,none
10,orange,orange,,none
10,purple,"lila, purpur, violett",,none
10,red,rot,,none
10,white,weiß,,none
10,yellow,gelb,,none
10,sizes,Größen,,none
10,big,groß,,none
10,deep,tief,,none
10,long,lang,,none
10,narrow,"eng, schmal",,none
10,short,kurz,,none
10,small,klein,,none
10,tall,groß,,none
10,thick,dick,,none
10,thin,dünn,,none
10,wide,breit,,none
10,shapes,Formen,,none
10,circular,"kreisförmig, rund",,none
10,straight,gerade,,none
10,square,quadratisch,,none
10,triangular,dreieckig,,none
10,tastes,Geschmacksrichtungen,,none
10,bitter,bitter,,none
10,fresh,frisch,,none
10,salty,salzig,,none
10,sour,sauer,,none
10,spicy,würzig,,none
10,sweet,süß,,none
10,qualities,Eigenschaften,,none
10,bad,schlecht,,none
10,clean,sauber,,none
10,dark,dunkel,,none
10,difficult,schwierig,,none
10,dirty,schmutzig,,none
10,dry,trocken,,none
10,easy,leicht,,none
10,empty,leer,,none
10,expensive,teuer,,none
10,fast,schnell,,none
10,foreign,fremd,,none
10,full,voll,,none
10,good,gut,,none
10,hard,hart,,none
10,heavy,schwer,,none
10,inexpensive,preiswert,,none
10,light,"hell, leicht",,none
10,local,"lokal, einheimisch",,none
10,new,neu,,none
10,noisy,"laut, geräuschvoll",,none
10,old,alt,,none
10,powerful,"mächtig, kräftig",,none
10,quiet,ruhig,,none
10,correct,richtig,,none
10,slow,langsam,,none
10,soft,weich,,none
10,very,sehr,,none
10,weak,schwach,,none
10,wet,nass,,none
10,wrong,falsch,,none
10,young,jung,,none
10,quantities,Mengen,,none
10,few,wenige,,none
10,little,wenig,,none
10,many,viele,,none
10,much,viel,,none
10,part,Teil,,none
10,some,einige,,none
10,a few,ein paar,,none
10,whole,ganze,,none
5,adverbs,Adverbien,,none
5,I read a book sometimes,Manchmal lese ich ein Buch,,none
5,I will never smoke,Ich werde nie rauchen,,none
5,are you alone?,Bist du allein?,,none
5,adverbs of time,Adverbien der Zeit,,none
5,yesterday,gestern,,none
5,today,heute,,none
5,tomorrow,morgen,,none
5,now,jetzt,,none
5,then,dann,,none
5,later,später,,none
5,tonight,heute Abend,,none
5,right now,in diesem Moment,,none
5,last night,letzte Nacht,,none
5,this morning,heute Morgen,,none
5,next week,nächste Woche,,none
5,already,"bereits, schon",,none
5,recently,"vor kurzem, kürzlich",,none
5,lately,"in letzter Zeit, neulich",,none
5,soon,bald,,none
5,immediately,sofort,,none
5,still,immer noch,,none
5,yet,noch,,none
5,ago,vor,,none
5,adverbs of place,Adverbien des Ortes,,none
5,here,hier,,none
5,there,dort,,none
5,over there,dort drüben,,none
5,everywhere,überall,,none
5,anywhere,irgendwo,,none
5,nowhere,nirgends,,none
5,home,"nach Hause, zu Hause",,none
5,away,weg,,none
5,out,heraus,,none
5,adverbs of manner,Adverbien der Art und Weise,,none
5,very,sehr,,none
5,quite,ganz,,none
5,pretty,hübsch,,none
5,really,wirklich,,none
5,fast,schnell,,none
5,well,gut,,none
5,hard,hart,,none
5,quickly,schnell,,none
5,slowly,langsam,,none
5,carefully,vorsichtig,,none
5,hardly,kaum,,none
5,barely,kaum,,none
5,mostly,meist,,none
5,almost,fast,,none
5,absolutely,"durchaus, allerdings",,none
5,together,zusammen,,none
5,alone,allein,,none
5,adverbs of frequency,Häufigkeitsadverbien,,none
5,always,immer,,none
5,frequently,häufig,,none
5,usually,"normalerweise, in der Regel",,none
5,sometimes,manchmal,,none
5,occasionally,gelegentlich,,none
5,seldom,selten,,none
5,rarely,selten,,none
5,never,nie,,none
5,my car,mein Auto,,none
5,green car,grünes Auto,,none
5,three cars,drei Autos,,none
5,car garage,Garage,,none
5,outside the car,außerhalb des Autos,,none
5,articles,Artikel,,none
5,the,"der, die, das",,none
5,a,"einer, eine, ein",,none
5,one,eins,,none
5,some,einige,,none
5,few,wenige,,none
5,the book,das Buch,,none
5,the books,die Bücher,,none
5,a book,ein Buch,,none
5,one book,ein Buch,,none
5,some books,einige Bücher,,none
5,few books,ein paar Bücher,,none
5,Pronouns,Pronomen,,none
5,I,Ich,,none
5,you,"du, Sie (Höflichkeitsform)",,none
5,he,er,,none
5,she,sie,,none
5,we,wir,,none
5,they,sie,,none
5,me,"mir, mich",,none
5,you,"dir, dich, Ihnen, Sie",,none
5,him,"ihm, ihn",,none
5,her,"ihr, sie",,none
5,us,uns,,none
5,them,"ihnen, sie",,none
5,my,"mein, meine",,none
5,your,"dein, deine, Ihr, Ihre",,none
5,his,"sein, seine",,none
5,her,"ihr, ihre",,none
5,our,"unser, unsere",,none
5,their,"ihr, ihre",,none
5,mine,meins,,none
5,yours,"deins, Ihres",,none
5,his,seins,,none
5,hers,ihres,,none
5,ours,unseres,,none
5,theirs,ihres,,none
5,I speak,ich spreche,,none
5,you speak,"du sprichst, Sie sprechen",,none
5,he speaks,er spricht,,none
5,she speaks,sie spricht,,none
5,we speak,wir sprechen,,none
5,they speak,sie sprechen,,none
5,give me,"gib mir, geben Sie mir",,none
5,give him,"gebe ihm, gib ihm",,none
5,give her,"gebe ihr, gib ihr",,none
5,give us,"gib uns, geben Sie uns",,none
5,give them,"gebe ihnen, gib ihnen",,none
5,my book,mein Buch,,none
5,your book,"dein Buch, Ihr Buch",,none
5,his book,sein Buch,,none
5,her book,ihr Buch,,none
5,our book,unser Buch,,none
5,their book,ihr Buch,,none
1,Plural,Plural,,none
1,my book,mein Buch,,none
1,my books,meine Bücher,,none
1,our daughter,unsere Tochter,,none
1,our daughters,unsere Töchter,,none
1,I'm cold,Mir ist kalt,,none
1,we're cold,Uns ist kalt,,none
1,his chickens,seine Hühner,,none
1,their chicken,ihre Hühner,,none
1,alligator,Alligator,,none
1,alligators,Alligatoren,,none
1,bear,Bär,,none
1,bears,Bären,,none
1,bird,Vogel,,none
1,birds,Vögel,,none
1,bull,"Bulle, Stier",,none
1,bulls,"Bullen, Stiere",,none
1,cat,Katze,,none
1,cats,Katzen,,none
1,cow,Kuh,,none
1,cows,Kühe,,none
1,deer,Hirsch,,none
1,many deer,viele Hirsche,,none
1,dog,Hund,,none
1,dogs,Hunde,,none
1,donkey,Esel,,none
1,donkeys,Esel,,none
1,eagle,Adler,,none
1,eagles,Adler,,none
1,elephant,Elefant,,none
1,elephants,Elefanten,,none
1,giraffe,Giraffe,,none
1,giraffes,Giraffen,,none
1,goat,Ziege,,none
1,goats,Ziegen,,none
1,horse,Pferd,,none
1,horses,Pferde,,none
1,lion,Löwe,,none
1,lions,Löwen,,none
1,monkey,Affe,,none
1,monkeys,Affen,,none
1,mouse,Maus,,none
1,mice,Mäuse,,none
1,rabbit,Kaninchen,,none
1,rabbits,Kaninchen,,none
1,snake,Schlange,,none
1,snakes,Schlangen,,none
1,tiger,Tiger,,none
1,tigers,Tiger,,none
1,wolf,Wolf,,none
1,wolves,Wölfe,,none
1,man,Mann,,none
1,woman,Frau,,none
1,father,Vater,,none
1,mother,Mutter,,none
1,brother,Bruder,,none
1,sister,Schwester,,none
1,uncle,Onkel,,none
1,aunt,Tante,,none
1,bull,"Bulle, Stier",,none
1,cow,Kuh,,none
1,boy,Junge,,none
1,girl,Mädchen,,none
1,Verbs,Verben,,none
1,Past,Vergangenheit,,verbs
1,I spoke,Ich sprach,,verbs
1,I wrote,Ich schrieb,,verbs
1,I drove,Ich fuhr,,verbs
1,I loved,Ich liebte,,verbs
1,I gave,Ich gab,,verbs
1,I smiled,Ich lächelte,,verbs
1,I took,Ich nahm,,verbs
1,he spoke,er sprach,,verbs
1,he wrote,er schrieb,,verbs
1,he drove,er fuhr,,verbs
1,he loved,er liebte,,verbs
1,he gave,er gab,,verbs
1,he smiled,er lächelte,,verbs
1,he took,er nahm,,verbs
1,we spoke,wir sprachen,,verbs
1,we wrote,wir schrieben,,verbs
1,we drove,wir fuhren,,verbs
1,we loved,wir liebten,,verbs
1,we gave,wir gaben,,verbs
1,we smiled,wir lächelten,,verbs
1,we took,wir nahmen,,verbs
1,Future,Zukunft,,verbs
1,I will speak,Ich werde reden,,verbs
1,I will write,Ich werde schreiben,,verbs
1,I will drive,Ich werde fahren,,verbs
1,I will love,Ich werdel dich lieben,,verbs
1,I will give,Ich werde geben,,verbs
1,I will smile,Ich werde lächeln,,verbs
1,I will take,Ich werde nehmen,,verbs
1,he will speak,er wird sprechen,,verbs
1,he will write,er wird schreiben,,verbs
1,he will drive,er wird fahren,,verbs
1,he will love,er wird lieben,,verbs
1,he will give,er wird geben,,verbs
1,he will smile,er wird lächeln,,verbs
1,he will take,er wird nehmen,,verbs
1,we will speak,wir werden sprechen,,verbs
1,we will write,wir werden schreiben,,verbs
1,we will drive,wir werden fahren,,verbs
1,we will love,wir werden lieben,,verbs
1,we will give,wir werden geben,,verbs
1,we will smile,wir werden lächeln,,verbs
1,we will take,wir werden nehmen,,verbs
1,Present,Gegenwart,,verbs
1,I speak,Ich spreche,,verbs
1,I write,Ich schreibe,,verbs
1,I drive,Ich fahre,,verbs
1,I love,Ich liebe,,verbs
1,I give,Ich gebe,,verbs
1,I smile,Ich lächle,,verbs
1,I take,Ich nehme,,verbs
1,he speaks,er spricht,,verbs
1,he writes,er schreibt,,verbs
1,he drives,er fährt,,verbs
1,he loves,er liebt,,verbs
1,he gives,er gibt,,verbs
1,he smiles,er lächelt,,verbs
1,he takes,er nimmt,,verbs
1,we speak,Wir sprechen,,verbs
1,we write,wir schreiben,,verbs
1,we drive,Wir fahren,,verbs
1,we love,Wir lieben,,verbs
1,we give,Wir geben,,verbs
1,we smile,Wir lächeln,,verbs
1,we take,Wir nehmen,,verbs
3,I can accept that,Ich kann das akzeptieren,,phrases
3,she added it,sie fügte es hinzu,,phrases
3,we admit it,Wir räumen ein,,phrases
3,they advised him,sie rieten ihm,,phrases
3,I can agree with that,Dem kann ich zustimmen,,phrases
3,she allows it,sie erlaubt es,,phrases
3,we announce it,wir kündigen es an,,phrases
3,I can apologize,Ich kann mich entschuldigen,,phrases
3,she appears today,Sie erscheint heute,,phrases
3,they arranged that,sie vereinbarten das,,phrases
3,I can arrive tomorrow,Ich kann morgen eintreffen,,phrases
3,she can ask him,sie kann ihn fragen,,phrases
3,she attaches that,sie fügt das an,,phrases
3,we attack them,Wir greifen sie an,,phrases
3,they avoid her,sie meiden sie,,phrases
3,I can bake it,Ich kann es backen,,phrases
3,she is like him,sie ist wie er,,phrases
3,we beat it,wir schlagen es,,phrases
3,they became happy,sie wurden glücklich,,phrases
3,I can begin that,Ich kann das beginnen,,phrases
3,we borrowed money,wir liehen uns Geld,,phrases
3,they breathe air,sie atmen Luft,,phrases
3,I can bring it,Ich kann es bringen,,phrases
3,I can build that,Ich kann das bauen,,phrases
3,she buys food,sie kauft Lebensmittel,,phrases
3,we calculate it,wir berechnen es,,phrases
3,they carry it,sie tragen es,,phrases
3,they don't cheat,sie betrügen nicht,,phrases
3,she chooses him,sie wählt ihn aus,,phrases
3,we close it,Wir schließen es,,phrases
3,he comes here,er kommt hierher,,phrases
3,I can compare that,Ich kann das vergleichen,,phrases
3,she competes with me,sie tritt gegen mich an,,phrases
3,we complain about it,Wir reklamieren es,,phrases
3,they continued reading,Sie lasen weiter,,phrases
3,he cried about that,Er rief darüber aus,,phrases
3,I can decide now,"Ich kann jetzt entscheiden,",,phrases
3,she described it to me,sie beschrieb es mir,,phrases
3,we disagree about it,damit sind wir nicht einverstanden,,phrases
3,they disappeared quickly,sie verschwanden schnell,,phrases
3,I discovered that,Ich entdeckte das,,phrases
3,she dislikes that,Sie hasst das,,phrases
3,we do it,wir tun es,,phrases
3,they dream about it,sie träumen davon,,phrases
3,I earned,Ich verdiente,,phrases
3,he eats a lot,er isst viel,,phrases
3,we enjoyed that,Wir genossen das,,phrases
3,they entered here,Sie traten hier ein,,phrases
3,he escaped that,Er entkam dem,,phrases
3,I can explain that,Ich kann das erklären,,phrases
3,she feels that too,sie spürt das auch,,phrases
3,we fled from there,wir flohen von dort,,phrases
3,they will fly tomorrow,sie fliegen morgen,,phrases
3,I can follow you,Ich kann dir folgen,,phrases
3,she forgot me,sie vergaß mich,,phrases
3,we forgive him,wir verzeihen ihm,,phrases
3,I can give her that,Ich kann ihr das geben,,phrases
3,she goes there,sie geht dort,,phrases
3,we greeted them,Wir begrüßten sie,,phrases
3,I hate that,Ich hasse das,,phrases
3,I can hear it,Ich kann es hören,,phrases
3,she imagine that,sie stellt sich das vor,,phrases
3,we invited them,Wir luden sie ein,,phrases
3,I know him,Ich kenne ihn,,phrases
3,she learned it,Sie lernte es,,phrases
3,we leave now,Wir gehen jetzt,,phrases
3,they lied about him,sie logen über ihn,,phrases
3,I can listen to that,Ich kann das hören,,phrases
3,she lost that,sie verlor das,,phrases
3,we made it yesterday,Wir machten es gestern,,phrases
3,they met him,sie trafen ihn,,phrases
3,I misspell that,Ich buchstabiere das falsch,,phrases
3,I always pray,Ich bete immer,,phrases
3,she prefers that,sie zieht das vor,,phrases
3,we protected them,Wir beschützten sie,,phrases
3,they will punish her,sie werden sie bestrafen,,phrases
3,I can put it there,Ich kann es dort hinlegen,,phrases
3,she will read it,sie wird es lesen,,phrases
3,we received that,wir erhielten das,,phrases
3,they refuse to talk,Sie weigern sich zu reden,,phrases
3,I remember that,Ich erinnere mich daran,,phrases
3,she repeats that,sie wiederholt das,,phrases
3,we see it,Wir sehen es,,phrases
3,they sell it,sie verkaufen es,,phrases
3,I sent that yesterday,Ich schickte das gestern,,phrases
3,he shaved his beard,er rasierte sich den Bart,,phrases
3,it shrunk quickly,es schrumpfte schnell,,phrases
3,we will sing it,Wir werden es singen,,phrases
3,they sat there,Sie saßen da,,phrases
3,I can speak it,Ich kann es sprechen,,phrases
3,she spends money,sie gibt Geld aus,,phrases
3,we suffered from that,Wir litten darunter,,phrases
3,they suggest that,sie schlagen das vor,,phrases
3,I surprised him,Ich überraschte ihn,,phrases
3,she took that,sie nahm das,,phrases
3,we teach it,wir lehren es,,phrases
3,they told us,Sie erzählten uns,,phrases
3,she thanked him,Sie dankte ihm,,phrases
3,I can think about it,Ich kann darüber nachdenken,,phrases
3,she threw it,sie warf es,,phrases
3,we understand that,Wir verstehen das,,phrases
3,they want that,sie wollen das,,phrases
3,I can wear it,Ich kann es tragen,,phrases
3,she writes that,"sie schreibt, dass",,phrases
3,we talk about it,Wir reden darüber,,phrases
3,they have it,sie haben es,,phrases
3,I watched it,Ich beobachtete es,,phrases
3,I will talk about it,Ich werde darüber sprechen,,phrases
3,he bought that yesterday,Er kaufte das gestern,,phrases
3,we finished it,wir beendeten es,,phrases
5,Prepositions,Präpositionen,,none
5,inside the house,im Inneren des Hauses,,none
5,outside the car,außerhalb des Autos,,none
5,with me,mit mir,,none
5,without him,ohne ihn,,none
5,under the table,unter dem Tisch,,none
5,after tomorrow,übermorgen,,none
5,before sunset,vor Sonnenuntergang,,none
5,but I'm busy,aber ich bin beschäftigt,,none
5,about,über,,none
5,above,oben,,none
5,across,über,,none
5,after,nach,,none
5,against,gegen,,none
5,among,unter,,none
5,around,um,,none
5,as,wie,,none
5,at,bei,,none
5,before,vor,,none
5,behind,hinter,,none
5,below,unten,,none
5,beneath,unter,,none
5,beside,neben,,none
5,between,zwischen,,none
5,beyond,darüber hinaus,,none
5,but,aber,,none
5,by,durch,,none
5,despite,trotz,,none
5,down,nach unten,,none
5,during,während,,none
5,except,ausgenommen,,none
5,for,für,,none
5,from,von,,none
5,in,in,,none
5,inside,innen,,none
5,into,in,,none
5,near,in der Nähe von,,none
5,next,nächste,,none
5,of,von,,none
5,on,auf,,none
5,opposite,gegenüber,,none
5,out,heraus,,none
5,outside,außerhalb,,none
5,over,über,,none
5,per,pro,,none
5,plus,plus,,none
5,round,um,,none
5,since,seit,,none
5,than,als,,none
5,through,durch,,none
5,till,bis,,none
5,to,zu,,none
5,toward,gegen,,none
5,under,unter,,none
5,unlike,im Gegensatz zu,,none
5,until,bis,,none
5,up,hinauf,,none
5,via,durch,,none
5,with,mit,,none
5,within,innerhalb,,none
5,without,ohne,,none
5,,,,none
5,two words,zwei Wörter,,none
5,according to,gemäß,,none
5,because of,wegen,,none
5,close to,nahe an,,none
5,due to,durch,,none
5,except for,bis auf,,none
5,far from,weit entfernt,,none
5,inside of,innerhalb,,none
5,instead of,statt,,none
5,near to,in der Nähe von,,none
5,next to,neben,,none
5,outside of,außerhalb von,,none
5,prior to,vor,,none
5,,,,none
5,three words,drei Wörter,,none
5,as far as,soweit,,none
5,as well as,sowie,,none
5,in addition to,zusätzlich zu,,none
5,in front of,vor,,none
5,in spite of,trotz,,none
5,on behalf of,im Namen von,,none
5,on top of,oben auf,,none
5,,,,none
5,demonstrative pronouns,demonstrative Präpositionen,,none
5,this,dieses,,none
5,that,jenes,,none
5,these,diese,,none
5,those,jene,,none
5,he is not here,Er ist nicht hier,,none
5,that is not my book,Das ist nicht mein Buch,,none
5,do not enter,Nicht eintreten!,,none
5,I don't speak,Ich spreche nicht,,none
5,I don't write,Ich schreibe nicht,,none
5,I don't drive,Ich fahre nicht,,none
5,I don't love,Ich liebe nicht,,none
5,I don't give,Ich gebe nicht,,none
5,I don't smile,Ich lächle nicht,,none
5,I don't take,Ich nehme nicht,,none
5,he doesn't speak,Er spricht nicht,,none
5,he doesn't write,Er schreibt nicht,,none
5,he doesn't drive,er fährt nicht,,none
5,he doesn't love,er liebt nicht,,none
5,he doesn't give,er gibt nicht,,none
5,he doesn't smile,Er lächelt nicht,,none
5,he doesn't take,Er nimmt nicht,,none
5,we don't speak,Wir sprechen nicht,,none
5,we don't write,wir schreiben nicht,,none
5,we don't drive,Wir fahren nicht,,none
